number,state,created_at,merged_at,closed_at,title
4576,closed,2014-04-01 20:41:01+00:00,2014-04-04 15:45:10+00:00,2014-04-04 15:45:10+00:00,ENH: Ensure that repr and str work for MaskedArray non-ndarray bases
4574,closed,2014-04-01 10:49:12+00:00,2014-05-26 21:02:52+00:00,2014-05-26 21:02:52+00:00,Docstring fix for `savetxt` (minor change)
4573,closed,2014-03-31 21:08:29+00:00,,2019-04-30 17:47:14+00:00,Added an 'elementary' function.
4572,closed,2014-03-31 20:10:02+00:00,2014-09-02 21:40:12+00:00,2014-09-02 21:40:12+00:00,ENH: optimize STRING_compare by using memcmp
4570,closed,2014-03-30 18:30:29+00:00,2014-03-30 21:49:05+00:00,2014-03-30 21:49:05+00:00,"ENH: release GIL for a[..., bool] type indexing"
4569,closed,2014-03-28 23:59:12+00:00,2014-03-29 00:36:00+00:00,2014-03-29 00:36:00+00:00,DOC: sync release notes of 1.8 branch and add some missing 1.9 sections
4568,closed,2014-03-28 21:16:33+00:00,,2014-03-31 22:13:05+00:00,ENH: replace exponentiation with cummulative product in  np.vander
4567,closed,2014-03-28 20:14:14+00:00,2014-03-30 18:57:38+00:00,2014-03-30 18:57:38+00:00,ENH: optimize array creation from homogenous python sequences
4566,closed,2014-03-28 18:19:07+00:00,2014-03-28 19:04:10+00:00,2014-03-28 19:04:10+00:00,DOC: remove obsolete NA reference from polyfit docs
4565,closed,2014-03-28 16:28:04+00:00,2014-03-28 23:33:12+00:00,2014-03-28 23:33:12+00:00,Raise TypeError when setting inappropriate ma fill_value 
4562,closed,2014-03-27 21:11:04+00:00,2014-03-27 22:21:02+00:00,2014-03-27 22:21:02+00:00,ENH: compile casting loops with O3 to enable vectorizer
4561,closed,2014-03-27 21:06:00+00:00,2014-03-27 23:55:51+00:00,2014-03-27 23:55:51+00:00,allow compiler vectorization of integer compares
4558,closed,2014-03-27 01:49:07+00:00,2014-03-28 12:40:28+00:00,2014-03-28 12:40:28+00:00,DOC: Document assert_raises_regex in numpy reference.
4557,closed,2014-03-26 22:29:19+00:00,2014-03-27 00:18:05+00:00,2014-03-27 00:18:05+00:00,ENH: use super optimized count_boolean_trues in indexing subfunction
4556,closed,2014-03-26 20:40:16+00:00,,2015-06-10 19:53:34+00:00,BUG: raise error for erroneous structured array assignment
4555,closed,2014-03-26 17:08:01+00:00,2014-03-26 18:46:23+00:00,2014-03-26 18:46:23+00:00,DOC: partition doesn't have three algorithms (yet)
4553,closed,2014-03-26 13:21:55+00:00,2014-03-27 00:37:01+00:00,2014-03-27 00:37:01+00:00,BUG: fix fancy indexing with negated strides
4551,closed,2014-03-26 06:10:56+00:00,2014-04-10 19:30:01+00:00,2014-04-10 19:30:01+00:00,numpy adding ppc64le archi
4550,closed,2014-03-25 21:28:55+00:00,2014-03-25 21:41:45+00:00,2014-03-25 21:41:45+00:00,Datetime test fix 1.8
4549,closed,2014-03-25 21:19:38+00:00,2014-03-25 21:33:58+00:00,2014-03-25 21:33:58+00:00,TST: increase test time to avoid negative times on UTC conversion
4548,closed,2014-03-25 18:15:06+00:00,2014-03-25 21:09:09+00:00,2014-03-25 21:09:09+00:00,ENH: optimize count_boolean_trues further via unrolling
4547,closed,2014-03-25 10:17:31+00:00,2014-03-25 17:54:17+00:00,2014-03-25 17:54:17+00:00,add support for python ABCs
4545,closed,2014-03-24 23:48:21+00:00,2014-03-24 23:51:38+00:00,2014-03-24 23:51:38+00:00,STY: Fix some multiline C comments in npy_3kcompat.h.
4544,closed,2014-03-24 23:13:37+00:00,2014-03-26 22:41:39+00:00,2014-03-26 22:41:39+00:00,BUG: fix unaligned access of new indexing
4542,closed,2014-03-24 05:25:00+00:00,2014-03-27 00:10:34+00:00,2014-03-27 00:10:34+00:00,BUG: fix some errors raised when minlength is incorrect in np.bincount
4541,closed,2014-03-24 02:52:20+00:00,2014-03-26 23:53:23+00:00,2014-03-26 23:53:23+00:00,BUG:change formatting of assert_array_almost_equal
4540,closed,2014-03-23 21:58:55+00:00,2014-03-23 22:16:37+00:00,2014-03-23 22:16:37+00:00,Backports for 1.8
4538,closed,2014-03-23 19:20:41+00:00,2014-03-23 20:36:14+00:00,2014-03-23 20:36:14+00:00,BUG: nditer: Initialize buffer reduce pos
4536,closed,2014-03-23 17:17:21+00:00,2014-03-23 20:40:18+00:00,2014-03-23 20:40:18+00:00,DOC: reset scipy-sphinx-theme back to master
4535,closed,2014-03-23 11:39:21+00:00,2014-03-23 15:11:02+00:00,2014-03-23 15:11:02+00:00,BUG: fix uninitialized use of size 1 reductions
4534,closed,2014-03-23 00:44:31+00:00,2014-03-23 01:05:28+00:00,2014-03-23 01:05:28+00:00,Backport 1.8 gh 4533
4533,closed,2014-03-23 00:21:09+00:00,2014-03-23 00:35:21+00:00,2014-03-23 00:35:21+00:00,BUG: fix broken operand initialization for einsum.
4532,closed,2014-03-22 09:00:13+00:00,,2014-03-23 00:02:26+00:00,Make dtype(float) == None return False
4531,closed,2014-03-22 02:54:21+00:00,2014-03-28 19:03:40+00:00,2014-03-28 19:03:40+00:00,Use polynomial abstract base instead of template.
4529,closed,2014-03-21 20:42:26+00:00,,2014-03-23 00:24:19+00:00,Fix segfault. Closes #4528.
4525,closed,2014-03-20 18:55:07+00:00,2014-03-20 19:38:13+00:00,2014-03-20 19:38:13+00:00,Backport 1.8 gh 4518
4524,closed,2014-03-20 12:42:32+00:00,,2016-01-11 04:05:54+00:00,Fix recfunctions.join_by bugs (issue  #4216)
4522,closed,2014-03-20 10:02:47+00:00,2014-03-22 23:52:16+00:00,2014-03-22 23:52:16+00:00,"FIX: items/keys iterators in 3k, list wrapping"
4518,closed,2014-03-19 20:33:40+00:00,2014-03-20 01:45:31+00:00,2014-03-20 01:45:31+00:00,BUG: catch overflow of nominator in datetime conversions
4517,closed,2014-03-19 18:13:22+00:00,2014-03-20 01:42:14+00:00,2014-03-20 01:42:14+00:00,backport bytebounds fix to 1.8
4515,closed,2014-03-19 15:18:17+00:00,2014-03-19 17:57:17+00:00,2014-03-19 17:57:17+00:00,FIX: missing asarray import in numpy.libs.utils
4514,closed,2014-03-18 22:51:36+00:00,2014-03-18 23:24:18+00:00,2014-03-18 23:24:18+00:00,Add the change to disutils in the release notes.
4513,closed,2014-03-18 20:59:40+00:00,2014-03-18 23:32:53+00:00,2014-03-18 23:32:53+00:00,ENH: Make output of get_atlas_info conditional on system_info.verbosity
4512,closed,2014-03-18 18:16:34+00:00,2014-03-23 00:10:59+00:00,2014-03-23 00:10:59+00:00,ENH: optimize srcstride0 copy with O3
4511,closed,2014-03-18 18:03:19+00:00,2014-03-18 18:49:07+00:00,2014-03-18 18:49:07+00:00,backport gh-4503 to 1.8
4510,closed,2014-03-17 22:22:25+00:00,2014-03-17 22:59:09+00:00,2014-03-17 22:59:09+00:00,Backport-1.8-gh-4456.
4509,closed,2014-03-17 21:54:33+00:00,2014-03-26 21:17:07+00:00,2014-03-26 21:17:07+00:00,ENH: speed-up of triangular matrix functions
4508,closed,2014-03-17 21:47:24+00:00,2014-03-17 22:06:54+00:00,2014-03-17 22:06:54+00:00,DOC: Update 1.8.1 release notes.
4507,closed,2014-03-17 20:58:13+00:00,2014-03-18 18:03:42+00:00,2014-03-18 18:03:42+00:00,TST: add some more tests
4506,closed,2014-03-17 20:18:57+00:00,2014-03-17 20:38:15+00:00,2014-03-17 20:38:15+00:00,Backport 1.8 gh 4502
4505,closed,2014-03-17 17:56:07+00:00,,2019-02-15 04:48:50+00:00,ENH: Support for file-like objects in np.fromfile
4504,closed,2014-03-17 17:24:58+00:00,2014-03-17 19:59:12+00:00,2014-03-17 19:59:12+00:00,Backport 1.8 gh 4466
4503,closed,2014-03-17 15:40:53+00:00,2014-03-18 16:49:03+00:00,2014-03-18 16:49:03+00:00,Fix linspace for use with physical quantities
4502,closed,2014-03-17 04:01:28+00:00,2014-03-17 19:13:48+00:00,2014-03-17 19:13:48+00:00,Fix for obscure einsum bug (#4485)
4501,closed,2014-03-16 20:25:04+00:00,2014-03-17 19:16:08+00:00,2014-03-17 19:16:08+00:00,Backport 1.8 gh 4483
4500,closed,2014-03-16 06:00:32+00:00,2014-03-16 11:35:51+00:00,2014-03-16 11:35:51+00:00,MANT: rename variable to avoid shadowing
4498,closed,2014-03-15 19:27:01+00:00,2014-03-16 03:04:46+00:00,2014-03-16 03:04:46+00:00,DOC: specify that 2d array must be non-empty in np.poly error message.
4497,closed,2014-03-15 13:01:17+00:00,2014-03-16 03:17:11+00:00,2014-03-16 03:17:11+00:00,ENH: release gil for indexing operations
4496,closed,2014-03-15 06:45:03+00:00,2014-03-16 15:15:29+00:00,2014-03-16 15:15:29+00:00,mention possible definition of unique symbol in .h
4494,closed,2014-03-14 16:17:02+00:00,2014-03-17 20:50:17+00:00,2014-03-17 20:50:17+00:00,Adds missing Py_INCREF in array_boolean_subscript
4493,closed,2014-03-14 15:56:04+00:00,2014-03-14 17:57:45+00:00,2014-03-14 17:57:45+00:00,DOC: Change pyrex to Cython in c-info.how-to-extend.rst.
4491,closed,2014-03-14 04:06:25+00:00,,2014-08-26 20:33:05+00:00,ENH: Implement sys.getsizeof(x) for arrays and scalars.
4490,closed,2014-03-13 22:19:49+00:00,2014-03-23 00:03:05+00:00,2014-03-23 00:03:05+00:00,Fix random multivariate normal
4488,closed,2014-03-13 17:08:24+00:00,2014-03-14 15:11:30+00:00,2014-03-14 15:11:30+00:00,MAINT: Remove doc/numpybook.
4487,closed,2014-03-12 18:21:05+00:00,2014-03-13 17:56:50+00:00,2014-03-13 17:56:50+00:00,Move swig to tools directory
4483,closed,2014-03-12 02:22:20+00:00,2014-03-16 19:50:54+00:00,2014-03-16 19:50:54+00:00,"BUG: Fix commutativity of {dot,multiply,inner}(scalar, matrix_of_objects)"
4480,closed,2014-03-11 20:43:56+00:00,2014-03-11 22:24:30+00:00,2014-03-11 22:24:30+00:00,BUG: add missing gufunc failure return values and missing malloc fail check
4479,closed,2014-03-11 08:20:58+00:00,2014-03-12 14:16:57+00:00,2014-03-12 14:16:57+00:00,"BUG: when initialize a vectorize object, always set self._ufunc to None first. fix #3285."
4477,closed,2014-03-10 21:08:47+00:00,,2015-01-14 23:16:51+00:00,Fix for issue 4476
4475,closed,2014-03-10 19:09:33+00:00,2014-03-11 22:46:20+00:00,2014-03-11 22:46:20+00:00,Gil release for nonzero
4474,closed,2014-03-10 17:32:20+00:00,2014-03-11 00:07:56+00:00,2014-03-11 00:07:56+00:00,BUG: prevent nonzero memchr from running out of bounds
4473,closed,2014-03-10 14:17:08+00:00,2014-03-13 15:20:32+00:00,2014-03-13 15:20:32+00:00,"BUG: Fixes gh-2208, alignment in subarrays"
4471,closed,2014-03-10 02:54:25+00:00,2014-03-10 15:15:02+00:00,2014-03-10 15:15:02+00:00,"ENH: Explicitly use __eq__ in assert_equal(a,b)"
4468,closed,2014-03-09 21:19:09+00:00,,2014-03-10 02:51:03+00:00,ENH: Add check in assert_equal() that __eq__ and __ne__ agree (Fixes #2252).
4466,closed,2014-03-09 17:45:48+00:00,2014-03-12 16:10:47+00:00,2014-03-12 16:10:47+00:00,BUG: Delay npyiter size check when size may change
4463,closed,2014-03-09 01:06:14+00:00,2014-04-03 22:24:58+00:00,2014-04-03 22:24:58+00:00,BUG: Masked arrays and apply_over_axes
4462,closed,2014-03-08 21:59:44+00:00,,2014-03-09 01:08:21+00:00,Update README.txt
4460,closed,2014-03-08 14:56:14+00:00,,2015-06-23 00:42:31+00:00, ENH: Added proper handling of nans for numpy.lib.function_base.median
4459,closed,2014-03-07 14:57:24+00:00,2014-03-07 18:48:28+00:00,2014-03-07 18:48:28+00:00,ENH: Added an output argument for numpy.outer
4458,closed,2014-03-07 10:05:13+00:00,,2014-03-12 19:24:57+00:00,BUG: Minimize iterator size in gufunc allocation of output arrays
4457,closed,2014-03-07 03:04:23+00:00,2014-03-07 11:48:06+00:00,2014-03-07 11:48:06+00:00,DOC: Fixed documentation on lstsq function on when it return an empty re...
4456,closed,2014-03-06 21:51:08+00:00,2014-03-07 15:49:52+00:00,2014-03-07 15:49:52+00:00,work around outdated travis boxes
4455,closed,2014-03-06 18:52:22+00:00,2014-03-06 19:13:17+00:00,2014-03-06 19:13:17+00:00,restore npy_PyFile_Dup api for 1.8.x
4454,closed,2014-03-06 15:26:35+00:00,2014-06-08 14:29:06+00:00,2014-06-08 14:29:06+00:00,ENH: apply_along_axis accepts named arguments
4453,closed,2014-03-06 04:49:46+00:00,2015-04-23 19:27:53+00:00,2015-04-23 19:27:53+00:00,BUG: Masked array addition does not work when dtype=object
4451,closed,2014-03-06 01:30:07+00:00,2014-03-06 01:40:30+00:00,2014-03-06 01:40:30+00:00,BUG: Revert PR #4421: causes SciPy tests to fail
4450,closed,2014-03-05 21:00:26+00:00,2014-03-05 23:40:11+00:00,2014-03-05 23:40:11+00:00,BUG: restore api for file npy_PyFile_Dup and npy_PyFile_DupClose
4449,closed,2014-03-05 19:50:03+00:00,2014-03-05 21:14:29+00:00,2014-03-05 21:14:29+00:00,ENH: vectorize isnan
4448,closed,2014-03-05 19:46:50+00:00,2014-03-05 20:28:04+00:00,2014-03-05 20:28:04+00:00,DOC: Update link to EricsBroadcastingDoc
4447,closed,2014-03-05 19:29:13+00:00,2014-03-05 20:59:49+00:00,2014-03-05 20:59:49+00:00,MAINT: Use static variable in numpy/core/src/multiarray/descriptor.c.
4446,closed,2014-03-05 19:04:37+00:00,2014-03-05 19:32:54+00:00,2014-03-05 19:32:54+00:00,BUG: fix double bool compares not being set to 0x1
4437,closed,2014-03-05 03:21:17+00:00,2014-03-05 19:41:35+00:00,2014-03-05 19:41:35+00:00,BUG: Masked array filled method ignores fill value
4435,closed,2014-03-04 20:51:11+00:00,2014-03-04 23:35:22+00:00,2014-03-04 23:35:22+00:00,"DOC: dtype's compare requires aligned, not swapped arrays"
4434,closed,2014-03-04 16:43:07+00:00,,2017-09-25 08:52:27+00:00,WIP: Actually try deprecating non-tuple nd-indices
4433,closed,2014-03-04 03:47:08+00:00,2014-03-04 04:00:28+00:00,2014-03-04 04:00:28+00:00,DOC fix incorrect variable name in example
4432,closed,2014-03-04 00:51:38+00:00,2014-03-04 02:19:52+00:00,2014-03-04 02:19:52+00:00,DOC: Remove extra reference (&) in PyArray_GetParamsFromObject example
4431,closed,2014-03-04 00:26:42+00:00,2014-03-04 02:17:01+00:00,2014-03-04 02:17:01+00:00,BUG: Fix deepcopy() of rank-zero arrays.
4430,closed,2014-03-04 00:08:55+00:00,2014-03-04 23:08:02+00:00,2014-03-04 23:08:02+00:00,DOC: document equivalence of apply_over_axes and tuple axis ufuncs
4429,closed,2014-03-03 22:19:55+00:00,2014-03-04 02:24:12+00:00,2014-03-04 02:24:12+00:00,ENH: improve vectorization of float comparisons
4428,closed,2014-03-03 18:19:51+00:00,2014-03-04 23:10:12+00:00,2014-03-04 23:10:12+00:00,"DOC: add missing parameters to npyio.genfromtxt, fix #2929"
4424,closed,2014-03-03 01:07:23+00:00,,2014-03-03 20:51:51+00:00,BUG: Make memmap work with datetime64 data.
4423,closed,2014-03-02 22:09:09+00:00,2014-03-02 22:29:34+00:00,2014-03-02 22:29:34+00:00,BUG: DOC: Fix documentation build.
4421,closed,2014-03-02 17:59:06+00:00,2014-03-05 21:31:49+00:00,2014-03-05 21:31:49+00:00,BUG: Fix support for builds with directories that contain whitespace
4420,closed,2014-03-02 13:24:20+00:00,2014-03-02 13:30:12+00:00,2014-03-02 13:30:12+00:00,DOC apply correct documentation to np.ma.argmin
4419,closed,2014-03-02 12:45:17+00:00,2014-03-02 13:59:50+00:00,2014-03-02 13:59:50+00:00,backport 0d array power fix to 1.8
4418,closed,2014-03-02 04:18:56+00:00,2014-03-05 21:34:03+00:00,2014-03-05 21:34:03+00:00,MAINT: Remove doc/cython and doc/pyrex files.
4417,closed,2014-03-02 03:52:03+00:00,2014-03-02 04:18:18+00:00,2014-03-02 04:18:18+00:00,Backport 1.8 gh 4401
4416,closed,2014-03-02 02:11:10+00:00,2014-03-02 03:39:03+00:00,2014-03-02 03:39:03+00:00,BUG: fix non-c99 fallback for np.inf input to log1p/expm1
4415,closed,2014-03-02 02:08:07+00:00,2014-03-02 03:38:17+00:00,2014-03-02 03:38:17+00:00,BUG: fix non-c99 fallback for np.inf input to log1p/expm1
4414,closed,2014-03-02 01:12:35+00:00,2014-03-03 18:30:39+00:00,2014-03-03 18:30:39+00:00,BUG: fix issue#4354 byte_bounds() bug closes gh-4354
4413,closed,2014-03-01 21:46:57+00:00,2014-03-01 21:55:22+00:00,2014-03-01 21:55:22+00:00,"DOC: Use tp_basicsize, not NPY_SIZEOF_PYARRAYOBJECT, for allocation"
4412,closed,2014-03-01 21:34:43+00:00,,2014-03-01 21:44:17+00:00,"DOC: Use tp_basicsize, not NPY_SIZEOF_PYARRAYOBJECT, for allocation"
4411,closed,2014-03-01 18:44:23+00:00,2014-03-01 19:12:02+00:00,2014-03-01 19:12:02+00:00,typo
4410,closed,2014-03-01 18:43:07+00:00,2014-03-01 19:06:45+00:00,2014-03-01 19:06:45+00:00,Doc updates 1.8
4409,closed,2014-03-01 18:40:39+00:00,2014-03-01 19:01:17+00:00,2014-03-01 19:01:17+00:00,DOC: remove mention of quickselect in argpartition docs
4408,closed,2014-03-01 16:39:04+00:00,2014-03-01 17:06:32+00:00,2014-03-01 17:06:32+00:00,Fix stride_stricks.as_strided function for object arrays
4407,closed,2014-03-01 16:14:17+00:00,,2014-03-01 16:47:03+00:00,DOC: Update 1.8.1 release notes.
4406,closed,2014-03-01 14:47:22+00:00,2014-03-01 15:37:59+00:00,2014-03-01 15:37:59+00:00,Backport 1.8 doc fixes
4405,closed,2014-03-01 14:18:08+00:00,2014-03-01 15:14:42+00:00,2014-03-01 15:14:42+00:00,BUG: fix broken backport of histogramdd edge fix 96892ca60
4404,closed,2014-03-01 14:02:05+00:00,2014-03-01 14:09:29+00:00,2014-03-01 14:09:29+00:00,more fixes for 1.8
4403,closed,2014-03-01 13:16:00+00:00,2014-03-01 14:02:30+00:00,2014-03-01 14:02:30+00:00,Release notes 1.8.1
4402,closed,2014-03-01 04:46:22+00:00,2014-03-05 19:09:11+00:00,2014-03-05 19:09:11+00:00,"BUG: adds check in dtype.name that string starts with ""numpy."" prefix before removing it (Fixes #4357)"
4401,closed,2014-03-01 03:07:35+00:00,2014-03-02 03:29:56+00:00,2014-03-02 03:29:56+00:00,BUG: Fix infinite recursion in else case of __format__() implementation (fixes #4359)
4400,closed,2014-03-01 00:12:35+00:00,2014-03-01 14:03:54+00:00,2014-03-01 14:03:54+00:00,Fix ufunc documention
4399,closed,2014-02-28 17:53:22+00:00,2014-03-01 13:58:11+00:00,2014-03-01 13:58:11+00:00,BUG: enable windows large file support for mingw
4396,closed,2014-02-28 13:06:22+00:00,2014-02-28 13:25:49+00:00,2014-02-28 13:25:49+00:00,MAINT: add python3.4 to paver file
4395,closed,2014-02-28 05:35:48+00:00,,2014-03-01 16:33:52+00:00,BUG: Fix broadcast_arrays for object dtype in numpy==1.8.x
4394,closed,2014-02-28 03:11:41+00:00,2014-02-28 03:26:06+00:00,2014-02-28 03:26:06+00:00,DOC: Fix typo in np.random.choice documentation
4392,closed,2014-02-27 20:18:31+00:00,,2014-02-27 22:32:56+00:00,TST: use assert_warns and assert_no_warnings instead of the older boilerplate
4391,closed,2014-02-27 19:40:41+00:00,2014-02-27 21:31:35+00:00,2014-02-27 21:31:35+00:00,BUG: accept non arrays in cor and corrcoeff
4390,closed,2014-02-27 19:34:33+00:00,2014-02-27 23:27:45+00:00,2014-02-27 23:27:45+00:00,Backport fixes to 1.8
4389,closed,2014-02-27 19:23:24+00:00,2014-02-27 20:55:23+00:00,2014-02-27 20:55:23+00:00,Test backports 1.8
4388,closed,2014-02-27 19:21:00+00:00,2014-02-27 20:46:30+00:00,2014-02-27 20:46:30+00:00,mtrand fixes backport for 1.8
4387,closed,2014-02-27 19:07:29+00:00,2014-03-18 20:53:51+00:00,2014-03-18 20:53:51+00:00,ENH: Make output of get_atlas_info conditional on system_info.verbosity
4386,closed,2014-02-27 18:39:06+00:00,2014-02-27 21:13:13+00:00,2014-02-27 21:13:13+00:00,ENH: vectorize negative with sse
4385,closed,2014-02-27 18:19:13+00:00,,2014-09-22 19:02:29+00:00,"BUG: Ensured any and all return boolean values, gh-4352"
4383,closed,2014-02-27 15:52:37+00:00,2014-02-27 17:23:18+00:00,2014-02-27 17:23:18+00:00,DOC: some versionadded notes
4378,closed,2014-02-27 08:56:36+00:00,,2015-04-29 17:14:02+00:00,link to correct msvcr using compiler specs
4377,closed,2014-02-27 00:32:45+00:00,2014-03-01 16:29:43+00:00,2014-03-01 16:29:43+00:00,Fix stride_stricks.as_strided function for object arrays
4376,closed,2014-02-27 00:28:26+00:00,2014-03-01 14:04:07+00:00,2014-03-01 14:04:07+00:00,DOC: Improve the documentation of numpy.load.
4375,closed,2014-02-26 23:48:49+00:00,2014-02-27 00:37:04+00:00,2014-02-27 00:37:04+00:00,Fix scalar inherit
4372,closed,2014-02-26 20:27:41+00:00,2014-03-01 14:04:34+00:00,2014-03-01 14:04:34+00:00,DOC: Fix documentation of normed keyword in histogram2d and histogramdd.
4370,closed,2014-02-26 18:48:59+00:00,2014-03-10 00:13:47+00:00,2014-03-10 00:13:47+00:00,ENH: improve PyArray_Nonzero for sparse bool masks
4369,closed,2014-02-26 17:23:36+00:00,,2014-03-03 20:53:04+00:00,BUG: Make memmap work with datetime64 data.
4367,closed,2014-02-26 06:58:39+00:00,2014-02-26 17:02:23+00:00,2014-02-26 17:02:23+00:00,Backport 1.8 buffer fixes
4366,closed,2014-02-26 01:51:55+00:00,,2020-12-28 19:25:05+00:00,BUG: Allow any integer type in bincount (fixes #823)
4365,closed,2014-02-25 16:15:04+00:00,2014-03-25 17:03:32+00:00,2014-03-25 17:03:32+00:00,MAINT: fix unused variable warning
4364,closed,2014-02-25 04:14:11+00:00,2014-02-25 05:52:16+00:00,2014-02-25 05:52:16+00:00,ENH: tril and triu broadcasting
4362,closed,2014-02-24 23:50:55+00:00,2014-02-25 01:38:21+00:00,2014-02-25 01:38:21+00:00,[DOC] Fix small inaccuracy in broadcasting docs
4361,closed,2014-02-24 19:23:59+00:00,2014-02-25 18:38:05+00:00,2014-02-25 18:38:05+00:00,TST: switch i386 build to python3.4 defaulting ubuntu 14.04
4358,closed,2014-02-24 14:26:32+00:00,2014-03-24 16:20:28+00:00,2014-03-24 16:20:28+00:00,ENH: Speed improvements and deprecations for np.select
4353,closed,2014-02-23 14:55:49+00:00,2015-06-07 13:08:17+00:00,2015-06-07 13:08:17+00:00,DEP: Deprecate boolean array indices with non-matching shape
4351,closed,2014-02-22 21:25:47+00:00,2014-07-06 17:26:56+00:00,2014-07-06 17:26:56+00:00,A new PEP for infix matrix multiplication
4350,closed,2014-02-22 17:38:43+00:00,2014-02-22 19:39:42+00:00,2014-02-22 19:39:42+00:00,Buffer fixes
4349,closed,2014-02-22 12:34:46+00:00,2014-02-22 15:32:08+00:00,2014-02-22 15:32:08+00:00,MAINT: fix a bunch of compiler warnings
4348,closed,2014-02-22 11:20:59+00:00,2014-02-22 19:46:00+00:00,2014-02-22 19:46:00+00:00,BUG: handle non integer types for multinomial/dirichlet size
4347,closed,2014-02-22 10:12:14+00:00,2014-02-22 15:54:47+00:00,2014-02-22 15:54:47+00:00,ENH: add max fastpath to partition for nan detection
4344,closed,2014-02-22 00:38:52+00:00,2014-02-22 15:58:19+00:00,2014-02-22 15:58:19+00:00,BUG: Fixes #2799
4343,closed,2014-02-21 23:47:46+00:00,,2014-03-01 16:31:45+00:00,BUG: Fix broadcast_arrays for object dtype
4342,closed,2014-02-21 20:18:32+00:00,2014-02-21 22:15:32+00:00,2014-02-21 22:15:32+00:00,"TST: do not use ""ignore"" to filter warnings"
4339,closed,2014-02-21 17:11:24+00:00,2014-03-13 18:49:00+00:00,2014-03-13 18:49:00+00:00,ENH: Implemented ma.append
4338,closed,2014-02-21 06:20:46+00:00,2014-03-01 14:40:19+00:00,2014-03-01 14:40:19+00:00,BUG: Fix broadcasting in np.cross (solves #2624)
4336,closed,2014-02-21 00:18:44+00:00,2014-02-25 21:26:24+00:00,2014-02-25 21:26:24+00:00,Fixed issue 3504
4335,closed,2014-02-20 23:59:27+00:00,,2015-05-04 19:04:49+00:00,BUG: Non-bool result when comparing ma scalars.
4334,closed,2014-02-20 21:33:15+00:00,2014-03-05 22:33:24+00:00,2014-03-05 22:33:24+00:00,numpy.i bugfix: fortran ordering check
4333,closed,2014-02-20 16:20:39+00:00,2014-02-26 14:50:39+00:00,2014-02-26 14:50:39+00:00,Fix gh 2312
4331,closed,2014-02-20 13:05:48+00:00,,2015-04-23 21:11:48+00:00,DOC: Update indexing implementation explanations.
4330,closed,2014-02-19 21:49:43+00:00,,2015-03-09 02:27:45+00:00,ENH: add an axis argument to np.bincount
4329,closed,2014-02-19 15:47:01+00:00,2014-02-19 17:41:42+00:00,2014-02-19 17:41:42+00:00,BUG: Index arrays need to be cast with SAME_KIND or FORCE casting
4325,closed,2014-02-19 05:48:29+00:00,2014-02-19 13:33:55+00:00,2014-02-19 13:33:55+00:00,DOC: Remove close method from memmap docstring.
4324,closed,2014-02-19 00:45:13+00:00,,2016-02-01 17:49:56+00:00,MAINT: add check_finite kwarg to numpy.linalg functions that use lapack
4322,closed,2014-02-18 18:43:21+00:00,,2015-12-10 22:31:53+00:00,ENH: perform inplace operations if one operand is a temporary
4321,closed,2014-02-18 18:10:01+00:00,2014-02-20 14:44:49+00:00,2014-02-20 14:44:49+00:00,BUG: fix initialized half sum
4319,closed,2014-02-18 16:21:55+00:00,,2014-02-18 17:47:20+00:00,test and fix for mmap'ed datetime64 arrays
4316,closed,2014-02-18 01:47:09+00:00,2014-02-18 09:11:14+00:00,2014-02-18 09:11:14+00:00,DOC: Remove \n from strings in plot examples.
4315,closed,2014-02-17 22:06:19+00:00,2014-02-20 17:08:06+00:00,2014-02-20 17:08:06+00:00,"BUG: #2408, Fix f2py Python 3 error message string bug."
4313,closed,2014-02-17 18:25:11+00:00,2014-02-17 23:05:58+00:00,2014-02-17 23:05:58+00:00,Update c-api.array.rst
4309,closed,2014-02-17 09:47:25+00:00,2014-02-17 23:08:52+00:00,2014-02-17 23:08:52+00:00,Mention `compress` in `take`'s See Also docstring
4307,closed,2014-02-17 02:48:50+00:00,2014-05-06 18:38:35+00:00,2014-05-06 18:38:35+00:00,ENH: added functionality nanmedian to numpy
4306,closed,2014-02-16 23:19:50+00:00,2014-02-17 00:00:36+00:00,2014-02-17 00:00:36+00:00,Windows tempfile fix for 1.8
4305,closed,2014-02-16 22:17:50+00:00,2014-02-20 17:06:56+00:00,2014-02-20 17:06:56+00:00,"BUG: #4256: f2py, PyString_FromStringAndSize is undefined in Python3."
4304,closed,2014-02-16 20:32:54+00:00,2014-02-16 22:33:24+00:00,2014-02-16 22:33:24+00:00,DOC: Document that fliplr only works on 2-D arrays.
4303,closed,2014-02-16 19:54:54+00:00,2014-02-17 09:59:00+00:00,2014-02-17 09:59:00+00:00,"DOC: Typo, replace PyArrayDescr_Check by PyArray_DescrCheck."
4302,closed,2014-02-16 18:45:10+00:00,2014-02-26 14:45:42+00:00,2014-02-26 14:45:42+00:00,BUG: Make interp return NaN at NaN interpolation points.
4300,closed,2014-02-16 17:15:36+00:00,2014-02-16 19:11:37+00:00,2014-02-16 19:11:37+00:00,BUG: Fix typo in f2py/cfuncs.py.
4299,closed,2014-02-16 11:49:22+00:00,2014-02-16 23:57:23+00:00,2014-02-16 23:57:23+00:00,Windows tempfile fix
4298,closed,2014-02-15 20:30:01+00:00,2014-02-15 22:32:32+00:00,2014-02-15 22:32:32+00:00,BUG: Fix wrong variable in test_build.py exception.
