number,state,created_at,merged_at,closed_at,title,time_to_merge
5916,closed,2015-05-26 11:57:16+00:00,2015-05-26 13:37:25+00:00,2015-05-26 13:37:25+00:00,doc: add nanmedian/nanpercentile to reference docs,1.6691666666666667
5914,closed,2015-05-25 18:09:22+00:00,2015-05-26 19:23:20+00:00,2015-05-26 19:23:20+00:00,new typemap for in-place arrays of arbitrary number of dimensions:,25.232777777777777
5913,closed,2015-05-25 17:01:05+00:00,2015-05-25 17:38:29+00:00,2015-05-25 17:38:29+00:00,doc: commit message lines should not excede 72 characters.,0.6233333333333333
5912,closed,2015-05-23 20:24:39+00:00,2015-06-03 16:10:18+00:00,2015-06-03 16:10:18+00:00,doc: update install.txt with info on binary installers and 32-bit windows,259.7608333333333
5910,closed,2015-05-22 22:41:24+00:00,2015-06-02 22:44:02+00:00,2015-06-02 22:44:02+00:00,maint: explicit fft copy,264.0438888888889
5909,closed,2015-05-22 18:00:14+00:00,2015-05-22 21:09:41+00:00,2015-05-22 21:09:41+00:00,maint: use copy=false in a few astype() calls,3.1575
5899,closed,2015-05-21 01:53:12+00:00,2015-05-21 20:01:38+00:00,2015-05-21 20:01:38+00:00,maint: use more conservative integer types for umath linalg,18.140555555555554
5893,closed,2015-05-19 04:45:14+00:00,2015-05-19 05:00:48+00:00,2015-05-19 05:00:48+00:00,doc: fix spelling of von hann's surname,0.2594444444444444
5892,closed,2015-05-19 00:02:57+00:00,2015-05-25 05:19:04+00:00,2015-05-25 05:19:04+00:00,simplify numpy/distutils/__init__.py,149.2686111111111
5889,closed,2015-05-18 02:01:53+00:00,2015-06-01 16:09:43+00:00,2015-06-01 16:09:43+00:00,bug: np.broadcast should accept itself as an input,350.13055555555553
5886,closed,2015-05-17 13:44:04+00:00,2015-05-17 20:54:58+00:00,2015-05-17 20:54:58+00:00,bug: handling of axisc in np.cross,7.181666666666667
5884,closed,2015-05-17 05:44:05+00:00,2015-05-17 17:17:42+00:00,2015-05-17 17:17:42+00:00,mant: handling of axis in np.ma.compress_nd,11.560277777777777
5882,closed,2015-05-15 21:58:49+00:00,2015-06-21 21:12:33+00:00,2015-06-21 21:12:33+00:00,maint: make runtests.py --python and --ipython a little more ergonomic,887.2288888888888
5879,closed,2015-05-15 08:17:32+00:00,2015-05-15 13:04:43+00:00,2015-05-15 13:04:43+00:00,bug: fix _broadcast_shape (and broadcast_array) for len(args) > 32,4.786388888888889
5878,closed,2015-05-15 05:12:16+00:00,2015-06-05 00:18:35+00:00,2015-06-05 00:18:35+00:00,quick and dirty matmul,499.10527777777776
5873,closed,2015-05-14 02:33:12+00:00,2015-05-14 02:51:32+00:00,2015-05-14 02:51:32+00:00,maint: simplify code in cov function a bit.,0.3055555555555556
5870,closed,2015-05-12 05:21:03+00:00,2015-05-12 06:09:31+00:00,2015-05-12 06:09:31+00:00,fixed spelling mistake,0.8077777777777778
5869,closed,2015-05-11 20:51:21+00:00,2015-05-12 02:30:38+00:00,2015-05-12 02:30:38+00:00,maint: added more detailed messages to notimplementederror messages.,5.654722222222222
5866,closed,2015-05-10 23:42:28+00:00,2015-06-09 05:49:13+00:00,2015-06-09 05:49:13+00:00,can't find python.h when build_ext --include-dirs is set,702.1125
5865,closed,2015-05-10 21:30:06+00:00,2015-06-27 18:51:04+00:00,2015-06-27 18:51:04+00:00,bug: np.nonzero behaving differently for 1-d arrays,1149.3494444444445
5860,closed,2015-05-10 12:25:39+00:00,2015-05-10 13:04:05+00:00,2015-05-10 13:04:05+00:00,doc: sum/prod & empty array returns neutral elment,0.6405555555555555
5858,closed,2015-05-09 04:13:08+00:00,2015-05-10 14:47:07+00:00,2015-05-10 14:47:07+00:00,bug: random.beta with small parameters,34.56638888888889
5852,closed,2015-05-07 19:45:14+00:00,2015-05-07 21:04:39+00:00,2015-05-07 21:04:39+00:00,maint: switch waf download to https://github.com/numpy/numpy-vendor,1.323611111111111
5848,closed,2015-05-06 18:15:35+00:00,2015-05-06 18:41:00+00:00,2015-05-06 18:41:00+00:00,bug: distutils: fix a typo in 64-bit intel compiler for windows support.,0.4236111111111111
5847,closed,2015-05-06 15:02:27+00:00,2015-05-07 13:40:26+00:00,2015-05-07 13:40:26+00:00,fix: setdiff1d return type,22.633055555555554
5845,closed,2015-05-06 12:53:19+00:00,2015-05-06 15:49:09+00:00,2015-05-06 15:49:09+00:00,doc: note versionadded for broadcast_to,2.9305555555555554
5843,closed,2015-05-06 07:31:13+00:00,2015-05-07 05:29:13+00:00,2015-05-07 05:29:13+00:00,bug: fix interp issues with small arrays,21.966666666666665
5841,closed,2015-05-06 03:19:52+00:00,2015-05-07 05:18:10+00:00,2015-05-07 05:18:10+00:00,mant: remove size from string representation of object dtype,25.971666666666668
5840,closed,2015-05-06 03:17:34+00:00,2015-05-06 16:19:04+00:00,2015-05-06 16:19:04+00:00,mant: turn deprecated dtype string warnings into errors,13.025
5838,closed,2015-05-05 19:10:12+00:00,2015-05-05 20:22:36+00:00,2015-05-05 20:22:36+00:00,bug: revert use of !python for bdist_mpkg scripts,1.2066666666666668
5836,closed,2015-05-04 21:17:06+00:00,2015-05-04 23:13:25+00:00,2015-05-04 23:13:25+00:00,bld: use fix for accelerate sgemv issue in bento build.  see gh-5831.,1.938611111111111
5831,closed,2015-05-03 19:09:52+00:00,2015-05-03 20:27:05+00:00,2015-05-03 20:27:05+00:00,rebase-gh-5237 - bug: workaround segfault in apple accelerate framework sgemv,1.2869444444444444
5830,closed,2015-05-03 17:53:29+00:00,2015-08-15 01:00:39+00:00,2015-08-15 01:00:39+00:00,mant: cleanup logic in pyufunc_on_om,2479.1194444444445
5829,closed,2015-05-03 14:12:14+00:00,2015-05-03 14:40:52+00:00,2015-05-03 14:40:52+00:00,tst: re-enable travisci testing with bento.,0.4772222222222222
5828,closed,2015-05-03 12:26:29+00:00,2015-05-03 15:20:52+00:00,2015-05-03 15:20:52+00:00,bug: fix segfault in frompyfunc with nout=0,2.906388888888889
5825,closed,2015-05-02 17:34:01+00:00,2015-05-02 19:23:48+00:00,2015-05-02 19:23:48+00:00,bug: make ma.where consistent with unmasked where.,1.8297222222222222
5824,closed,2015-05-02 16:04:34+00:00,2015-05-02 16:18:38+00:00,2015-05-02 16:18:38+00:00,bug: fix assignment of mask in ma.masked_where,0.23444444444444446
5822,closed,2015-05-02 05:31:20+00:00,2016-06-23 02:09:25+00:00,2016-06-23 02:09:25+00:00,allow many distributions to have a scale of 0.,10028.634722222223
5821,closed,2015-05-01 23:35:09+00:00,2015-05-05 04:03:22+00:00,2015-05-05 04:03:22+00:00,bug: fixes segfault in np.place when vals is empty,76.47027777777778
5817,closed,2015-04-29 21:54:43+00:00,2015-05-01 00:15:59+00:00,2015-05-01 00:15:59+00:00,mrg: add module to test installed scripts,26.354444444444443
5815,closed,2015-04-29 20:03:18+00:00,2015-04-30 15:24:18+00:00,2015-04-30 15:24:18+00:00,"bug: fix f2py shebang line for bdist wheel, egg",19.35
5814,closed,2015-04-29 16:56:07+00:00,2015-04-29 22:25:42+00:00,2015-04-29 22:25:43+00:00,doc: improve the vonmises docstring example,5.493055555555555
5805,closed,2015-04-27 13:17:38+00:00,2015-05-05 13:46:22+00:00,2015-05-05 13:46:22+00:00,ix intp,192.4788888888889
5800,closed,2015-04-25 20:04:28+00:00,2015-04-27 16:25:59+00:00,2015-04-27 16:25:59+00:00,bug: fixes random.noncentral_chisquare when 0 < df <= 1,44.35861111111111
5797,closed,2015-04-25 01:45:41+00:00,2015-04-25 17:43:51+00:00,2015-04-25 17:43:51+00:00,mant: use py_return_none whenever py_none is returned,15.969444444444445
5796,closed,2015-04-24 13:57:51+00:00,2015-04-24 16:22:43+00:00,2015-04-24 16:22:43+00:00,mant: remove several compiler warnings,2.4144444444444444
5793,closed,2015-04-24 05:19:15+00:00,2015-04-24 09:14:23+00:00,2015-04-24 09:14:23+00:00,mant: add castings to pyobject in pyarray_round,3.918888888888889
5792,closed,2015-04-24 05:07:45+00:00,2015-04-24 09:16:22+00:00,2015-04-24 09:16:23+00:00,mant: remove unused variables from _pyarray_descrhashimp,4.143611111111111
5791,closed,2015-04-23 21:10:02+00:00,2015-04-29 15:14:03+00:00,2015-04-29 15:14:03+00:00,indexing explanations cleanup,138.06694444444443
5789,closed,2015-04-23 15:00:49+00:00,2015-04-23 15:44:19+00:00,2015-04-23 15:44:19+00:00,bug: reference stolen from none when looking up a ufunc's identity attribute,0.725
5788,closed,2015-04-23 10:05:04+00:00,2015-04-23 11:53:42+00:00,2015-04-23 11:53:42+00:00,bug: fix round() on complex array with explicit output,1.8105555555555555
5787,closed,2015-04-23 09:45:17+00:00,2015-04-23 13:12:10+00:00,2015-04-23 13:12:10+00:00,bug: fix abs() of floating point scalar on negative zeros,3.4480555555555554
5786,closed,2015-04-23 08:39:08+00:00,2015-04-23 13:50:58+00:00,2015-04-23 13:50:58+00:00,bug: fix instability of structured dtype hash,5.197222222222222
5785,closed,2015-04-23 03:44:38+00:00,2015-04-23 23:10:32+00:00,2015-04-23 23:10:32+00:00,bug: fixed wrong return of pyarray_partition on failure,19.43166666666667
5784,closed,2015-04-23 02:55:06+00:00,2015-04-23 16:54:29+00:00,2015-04-23 16:54:29+00:00,bug: use npy_intp instead of int in ctors.c,13.989722222222222
5774,closed,2015-04-19 12:30:11+00:00,2015-04-19 12:45:42+00:00,2015-04-19 12:45:42+00:00,bld: distutils: more robust gfortran version checking.  closes gh-5768.,0.2586111111111111
5773,closed,2015-04-19 11:37:32+00:00,2015-10-17 12:47:01+00:00,2015-10-17 12:47:01+00:00,hide testing helper tracebacks when using them with pytest,4345.158055555556
5770,closed,2015-04-17 11:40:08+00:00,2015-04-18 19:35:42+00:00,2015-04-18 19:35:42+00:00,enh: add options for disabling use of pickle in load/save,31.926111111111112
5765,closed,2015-04-13 17:51:15+00:00,2015-04-14 05:45:49+00:00,2015-04-14 05:45:50+00:00,libpath with spaces is now supported python 2.7+ and win32,11.909444444444444
5764,closed,2015-04-13 09:56:34+00:00,2015-04-13 12:26:39+00:00,2015-04-13 12:26:39+00:00,"doc, maint: fix typo in np.insert docstring",2.501388888888889
5757,closed,2015-04-09 00:53:29+00:00,2015-04-09 04:13:59+00:00,2015-04-09 04:13:59+00:00,doc: docstring of gradient() function,3.341666666666667
5753,closed,2015-04-08 00:07:47+00:00,2015-06-23 01:26:31+00:00,2015-06-23 01:26:31+00:00,bug: added proper handling of median and percentile when nan's are prese...,1825.3122222222223
5751,closed,2015-04-06 01:28:14+00:00,2015-04-06 02:10:01+00:00,2015-04-06 02:10:02+00:00,doc: return of gradient() function,0.6963888888888888
5750,closed,2015-04-05 07:40:56+00:00,2015-04-05 07:51:02+00:00,2015-04-05 07:51:02+00:00,"maint: add warning filter for possible ""ndarray size changed"" cython noise",0.16833333333333333
5748,closed,2015-04-05 01:50:59+00:00,2015-05-06 02:39:13+00:00,2015-05-06 02:39:13+00:00,bug numpy ufunc binop fix for subclasses with __numpy_ufunc__ (closes #4815),744.8038888888889
5747,closed,2015-04-04 03:49:22+00:00,2015-04-04 23:08:45+00:00,2015-04-04 23:08:45+00:00,bug: np.repeat does not properly broadcast size 1 repeat arrays,19.323055555555555
5742,closed,2015-04-03 17:34:50+00:00,2015-04-04 07:24:17+00:00,2015-04-04 07:24:17+00:00,add test to gh 5732,13.824166666666667
5733,closed,2015-03-29 01:48:52+00:00,2015-04-03 16:54:35+00:00,2015-04-03 16:54:35+00:00,enh sync ndarray methods doc/args with numpy function doc/args,135.09527777777777
5731,closed,2015-03-28 16:41:47+00:00,2015-03-30 05:56:39+00:00,2015-03-30 05:56:39+00:00,bug: fix linalg matrix norms when given negative axes.,37.24777777777778
5726,closed,2015-03-27 15:48:05+00:00,2017-01-04 03:28:27+00:00,2017-01-04 03:28:27+00:00,"bug, api: np.random.multivariate_normal behavior with bad covariance matrix",15563.672777777778
5724,closed,2015-03-26 20:36:47+00:00,2015-03-28 05:05:55+00:00,2015-03-28 05:05:55+00:00,bug: fix segfault with custom dtypes ,32.48555555555556
5723,closed,2015-03-26 18:35:12+00:00,2015-03-26 19:14:24+00:00,2015-03-26 19:14:24+00:00,doc: covariance matrix should be symmetric,0.6533333333333333
5720,closed,2015-03-25 21:56:19+00:00,2015-03-25 22:56:35+00:00,2015-03-25 22:56:35+00:00,backport #5475,1.0044444444444445
5714,closed,2015-03-24 09:19:55+00:00,2015-03-26 17:08:07+00:00,2015-03-26 17:08:07+00:00,bug: fix advanced object non-array value assignment,55.803333333333335
5713,closed,2015-03-24 05:07:56+00:00,2015-04-06 02:01:04+00:00,2015-04-06 02:01:05+00:00,fix read_array_header_*,308.8855555555556
5709,closed,2015-03-23 01:20:16+00:00,2015-04-02 01:13:43+00:00,2015-04-02 01:13:43+00:00,bug: implemented maskedarray.dot,239.89083333333335
5708,closed,2015-03-22 15:08:37+00:00,2015-03-22 15:26:17+00:00,2015-03-22 15:26:17+00:00,tst: disable travis bento build.,0.29444444444444445
5707,closed,2015-03-22 06:52:34+00:00,2015-03-22 13:23:03+00:00,2015-03-22 13:23:03+00:00,bug: wrong format field for 2.6,6.508055555555556
5706,closed,2015-03-22 03:41:57+00:00,2016-04-04 21:00:37+00:00,2016-04-04 21:00:37+00:00,enh: make some masked array methods behave more like ndarray methods,9113.31111111111
5704,closed,2015-03-21 18:10:14+00:00,2015-03-21 18:53:23+00:00,2015-03-21 18:53:23+00:00,bug: (arg)sort and (arg)partition handling of empty multidim arrays,0.7191666666666666
5703,closed,2015-03-20 23:58:41+00:00,2015-05-05 04:21:53+00:00,2015-05-05 04:21:53+00:00,"enh: improve np.ma.compress_rowcols() performance, enh: add compress_nd()",1084.3866666666668
5701,closed,2015-03-20 15:40:14+00:00,2015-03-20 16:24:27+00:00,2015-03-20 16:24:27+00:00,maint: use the fast elementwise 2-norm implementation more often in linalg.norm,0.7369444444444444
5694,closed,2015-03-18 22:49:00+00:00,2015-03-20 16:26:58+00:00,2015-03-20 16:26:58+00:00,enh: distutils: add compiler classes for intel compilers + msvc-built python,41.632777777777775
5693,closed,2015-03-18 21:48:26+00:00,2015-03-18 21:49:57+00:00,2015-03-18 21:49:57+00:00,maint: add licence text to numpy.i (swig typemaps) file,0.025277777777777777
5689,closed,2015-03-18 06:46:14+00:00,2015-03-18 08:23:49+00:00,2015-03-18 08:23:49+00:00,doc: add array2string to reference guide and explain relation to array_r...,1.6263888888888889
5683,closed,2015-03-15 02:33:42+00:00,2015-03-21 01:58:42+00:00,2015-03-21 01:58:42+00:00,bug: deprecation for ignored corrcoef args,143.41666666666666
5682,closed,2015-03-15 01:35:18+00:00,2015-03-15 02:22:32+00:00,2015-03-15 02:22:32+00:00,mrg: new clear_catch_warnings context manager,0.7872222222222223
5677,closed,2015-03-13 06:08:52+00:00,2015-03-13 16:01:33+00:00,2015-03-13 16:01:33+00:00,override sig normalize,9.878055555555555
5676,closed,2015-03-13 05:03:53+00:00,2015-03-13 05:17:10+00:00,2015-03-13 05:17:10+00:00,bug: ufunc.at only works on single output ufuncs,0.22138888888888889
5673,closed,2015-03-12 18:51:54+00:00,2015-03-13 05:06:07+00:00,2015-03-13 05:06:07+00:00,bug: check for nargs <= npy_maxargs in ufunc constructor,10.236944444444445
5670,closed,2015-03-12 05:49:16+00:00,2015-03-13 16:15:48+00:00,2015-03-13 16:15:48+00:00,maint: refactor pyarray_sort and pyarray_partition,34.44222222222222
5666,closed,2015-03-11 16:34:33+00:00,2015-03-11 18:24:32+00:00,2015-03-11 18:24:32+00:00,bug: loadtxt fails with complex data in python 3.,1.8330555555555557
5661,closed,2015-03-10 18:22:44+00:00,2015-03-10 18:53:25+00:00,2015-03-10 18:53:25+00:00,"docs: `linalg.eig()`: add ""see also"" ref to `eigh()`",0.5113888888888889
5659,closed,2015-03-10 04:38:39+00:00,2015-03-12 20:30:16+00:00,2015-03-12 20:30:16+00:00,enh: strict checking of ufunc keyword argument names,63.860277777777775
5658,closed,2015-03-10 02:14:45+00:00,2015-03-10 03:19:20+00:00,2015-03-10 03:19:20+00:00,doc: add note about random seeds for unit testing,1.0763888888888888
5646,closed,2015-03-08 00:15:29+00:00,2015-03-08 00:15:54+00:00,2015-03-08 00:15:54+00:00,doc: move versionadded 1.6.0 in slogdet to better place.,0.006944444444444444
5644,closed,2015-03-07 14:17:08+00:00,2015-03-08 16:56:29+00:00,2015-03-08 16:56:29+00:00,"bld: fix gfortran version check, and make distutils.test() work",26.655833333333334
5640,closed,2015-03-06 23:09:03+00:00,2015-03-08 18:25:18+00:00,2015-03-08 18:25:18+00:00,bug: enable working around pickle compatibility issues on py3 in npy files,43.270833333333336
5638,closed,2015-03-06 07:57:41+00:00,2015-03-08 16:58:17+00:00,2015-03-08 16:58:17+00:00,bug: cannot read .f2py_f2cmaps under python 3.3,57.01
5636,closed,2015-03-06 04:43:30+00:00,2015-06-17 19:29:58+00:00,2015-06-17 19:29:58+00:00,enh: simplify field indexing of structured arrays,2486.7744444444443
5635,closed,2015-03-05 22:45:55+00:00,2015-03-06 20:34:41+00:00,2015-03-06 20:34:41+00:00,genfromtxt does not work in some cases on 32-bit systems with dtype=none,21.81277777777778
5633,closed,2015-03-04 20:37:41+00:00,2015-03-04 21:49:57+00:00,2015-03-04 21:49:57+00:00,doc: adding note to transpose(),1.2044444444444444
5627,closed,2015-03-03 07:16:00+00:00,2015-03-08 00:07:58+00:00,2015-03-08 00:07:58+00:00,doc: added version information for slogdet,112.86611111111111
5623,closed,2015-03-02 10:48:55+00:00,2015-03-08 19:57:39+00:00,2015-03-08 19:57:39+00:00,bug: fix potential overflows in rk_hypergeometric_hrua(),153.14555555555555
5622,closed,2015-03-02 06:59:18+00:00,2015-03-02 20:32:24+00:00,2015-03-02 20:32:24+00:00,maint: reconcile docstrings and function signatures where they disagree,13.551666666666666
5621,closed,2015-03-02 06:39:32+00:00,2015-03-08 17:19:13+00:00,2015-03-08 17:19:13+00:00,enh: ufuncs can take a tuple of arrays as 'out' kwarg,154.6613888888889
5620,closed,2015-03-01 22:30:57+00:00,2015-03-01 22:44:43+00:00,2015-03-01 22:44:43+00:00,bug: fix broadcast_to for reference types,0.22944444444444445
5618,closed,2015-02-28 19:55:36+00:00,2015-03-01 01:06:30+00:00,2015-03-01 01:06:30+00:00,bug: fixes ndarray.fill to accept maximum uint64 value,5.181666666666667
5616,closed,2015-02-28 13:04:47+00:00,2015-03-01 13:33:46+00:00,2015-03-01 13:33:46+00:00,more backports for 1.9.2,24.483055555555556
5615,closed,2015-02-27 18:34:04+00:00,2015-03-02 16:02:33+00:00,2015-03-02 16:02:33+00:00,sty: some style cleanups in distutils.,69.47472222222223
5614,closed,2015-02-27 16:44:02+00:00,2015-02-27 17:27:17+00:00,2015-02-27 17:27:17+00:00,bld: add support for mingw-w64/openblas,0.7208333333333333
5609,closed,2015-02-26 07:14:46+00:00,2015-02-26 08:11:33+00:00,2015-02-26 08:11:33+00:00,doc: fix typos in corrcoef(),0.9463888888888888
5605,closed,2015-02-25 10:38:50+00:00,2015-05-12 04:43:16+00:00,2015-05-12 04:43:16+00:00,enh: add np.stack,1818.0738888888889
5597,closed,2015-02-23 13:41:08+00:00,2015-04-25 02:11:34+00:00,2015-04-25 02:11:34+00:00,"bld, enh: reading of extra flags from site.cfg to extend flexibility",1452.5072222222223
5595,closed,2015-02-23 06:38:58+00:00,2015-02-23 07:11:44+00:00,2015-02-23 07:11:44+00:00,bug: uninitialized variable ret xdecref'ed on fail,0.5461111111111111
5594,closed,2015-02-23 03:36:13+00:00,2015-03-09 23:41:54+00:00,2015-03-09 23:41:54+00:00,interp(): add storage of previous value for next index lookup,356.09472222222223
5592,closed,2015-02-21 18:31:20+00:00,2015-02-22 19:49:37+00:00,2015-02-22 19:49:37+00:00,bug: numpy.ma.polyfit masks nans incorrectly,25.30472222222222
5590,closed,2015-02-21 03:50:34+00:00,2015-02-23 00:55:41+00:00,2015-02-23 00:55:41+00:00,make allclose use isclose.,45.085277777777776
5585,closed,2015-02-19 14:40:46+00:00,2015-03-13 00:58:02+00:00,2015-03-13 00:58:02+00:00,bug: fixed issue #4679 - make numpy.tile always return a copy,514.2877777777778
5584,closed,2015-02-19 13:56:08+00:00,2015-02-25 15:09:39+00:00,2015-02-25 15:09:39+00:00,bug: fixed issue #5524 and added test,145.2252777777778
5580,closed,2015-02-18 04:30:50+00:00,2017-06-09 18:23:52+00:00,2017-06-09 18:23:52+00:00,"bug, dep: fix masked arrays to properly edit views. ( #5558 )",20221.88388888889
5579,closed,2015-02-18 03:13:10+00:00,2015-02-18 04:09:26+00:00,2015-02-18 04:09:26+00:00,enh: ignore pycharm project files.,0.9377777777777778
5577,closed,2015-02-17 22:08:24+00:00,2015-02-18 00:11:18+00:00,2015-02-18 00:11:18+00:00,bug: financial.pmt warns of zero divide when rate == 0.,2.0483333333333333
5576,closed,2015-02-17 14:22:06+00:00,2015-02-17 15:09:40+00:00,2015-02-17 15:09:40+00:00,maint: fix an error in fmax docstring,0.7927777777777778
5572,closed,2015-02-15 00:18:47+00:00,2015-02-15 00:32:27+00:00,2015-02-15 00:32:27+00:00,correct exit code if number of errors % 256 == 0,0.22777777777777777
5571,closed,2015-02-14 21:24:08+00:00,2015-02-14 23:05:56+00:00,2015-02-14 23:05:56+00:00,fix warnings,1.6966666666666668
5568,closed,2015-02-13 18:29:28+00:00,2015-02-13 18:48:42+00:00,2015-02-13 18:48:42+00:00,use correct #ifdef __cplusplus guard to include std_complex.i,0.32055555555555554
5567,closed,2015-02-13 13:12:18+00:00,2015-02-13 15:08:30+00:00,2015-02-13 15:08:30+00:00,doc: updated docstring for histogram2d as suggested in issue #5538,1.9366666666666668
5565,closed,2015-02-13 00:14:20+00:00,2015-03-09 22:48:30+00:00,2015-03-09 22:48:30+00:00,enh: make f2py an executable module,598.5694444444445
5563,closed,2015-02-12 14:42:22+00:00,2015-02-19 02:50:34+00:00,2015-02-19 02:50:34+00:00,bug: avoid casting warning with masked arrays when using in-place operations,156.13666666666666
5556,closed,2015-02-10 17:11:22+00:00,2015-02-10 18:19:25+00:00,2015-02-10 18:19:25+00:00,change to fully pep440 compliant dev version numbers (always .dev0),1.1341666666666668
5555,closed,2015-02-10 16:12:54+00:00,2015-02-11 13:11:25+00:00,2015-02-11 13:11:25+00:00,dev: replace deprecated options for ifort.,20.975277777777777
5549,closed,2015-02-09 11:59:07+00:00,2015-02-09 15:28:58+00:00,2015-02-09 15:28:58+00:00,added mkl for win-64 to site.cfg example. changed link to configparser doc,3.4975
5548,closed,2015-02-09 05:49:41+00:00,2015-06-05 15:43:34+00:00,2015-06-05 15:43:34+00:00,enh: structured datatype safety checks,2793.8980555555554
5547,closed,2015-02-09 02:22:10+00:00,2015-02-10 18:27:30+00:00,2015-02-10 18:27:30+00:00,add contribution guidelines that github will automatically display,40.08888888888889
5546,closed,2015-02-09 00:01:30+00:00,2015-02-09 01:53:30+00:00,2015-02-09 01:53:30+00:00,bld: use system-wide fenv.h on cygwin,1.8666666666666667
5544,closed,2015-02-08 21:25:32+00:00,2015-02-09 00:06:04+00:00,2015-02-09 00:06:04+00:00,update docstring of ma.extras.average to reflect actual behavior,2.6755555555555555
5542,closed,2015-02-08 15:07:28+00:00,2015-02-08 16:45:53+00:00,2015-02-08 16:45:53+00:00,swig testing: clarify location and number of tests,1.6402777777777777
5540,closed,2015-02-06 23:43:05+00:00,2015-02-07 00:04:15+00:00,2015-02-07 00:04:15+00:00,fix 'dimensions' typo in numpy.kron() help message,0.3527777777777778
5536,closed,2015-02-05 16:40:31+00:00,2015-02-08 18:24:48+00:00,2015-02-08 18:24:48+00:00,genfromtxt example in user docs missing delimiter,73.73805555555556
5535,closed,2015-02-05 11:15:25+00:00,2015-02-09 01:57:07+00:00,2015-02-09 01:57:07+00:00,return output from nm command as string (and not bytes),86.695
5531,closed,2015-02-02 18:33:15+00:00,2015-02-02 18:44:11+00:00,2015-02-02 18:44:11+00:00,correct my email address,0.18222222222222223
5527,closed,2015-01-31 01:41:48+00:00,2015-01-31 03:49:01+00:00,2015-01-31 03:49:01+00:00,doc: correct erroneous description of rayleigh distribution,2.120277777777778
5523,closed,2015-01-29 18:52:20+00:00,2015-01-30 23:29:53+00:00,2015-01-30 23:29:53+00:00,bug: recarray __repr__ gives inaccurate representation,28.625833333333333
5522,closed,2015-01-29 17:24:48+00:00,2015-01-30 02:17:50+00:00,2015-01-30 02:17:50+00:00,doc: update pyarray_arrfuncs documentation,8.883888888888889
5519,closed,2015-01-29 04:55:46+00:00,2015-03-12 22:42:59+00:00,2015-03-12 22:42:59+00:00,enh: pyarray_frominterface checks descr if typestr is np.void,1025.7869444444445
5518,closed,2015-01-29 02:53:37+00:00,2015-02-13 17:44:16+00:00,2015-02-13 17:44:16+00:00,"bug: simplified fix, overflow in tan and tanh for large complex values.",374.8441666666667
5517,closed,2015-01-29 01:42:24+00:00,2015-01-29 04:11:47+00:00,2015-01-29 04:11:47+00:00,doc: update docs for pyarray_frominterface/pyarray_fromstructinterface,2.4897222222222224
5515,closed,2015-01-28 07:15:34+00:00,2015-01-28 15:15:49+00:00,2015-01-28 15:15:49+00:00,"bld: fix include order of headers, otherwise aix build fails.  see gh-5474",8.004166666666666
5512,closed,2015-01-27 22:58:07+00:00,2015-01-28 00:55:26+00:00,2015-01-28 00:55:26+00:00,"maint: style cleanup of generate_umath.py,",1.9552777777777777
5505,closed,2015-01-26 00:11:14+00:00,2015-01-27 01:51:58+00:00,2015-01-27 01:51:58+00:00,bug: fix recarray getattr and getindex return types,25.67888888888889
5504,closed,2015-01-25 20:50:53+00:00,2015-02-13 18:22:16+00:00,2015-02-13 18:22:16+00:00,enh: add support for float hex format to loadtxt.,453.5230555555556
5502,closed,2015-01-25 17:42:09+00:00,2015-02-13 19:21:31+00:00,2015-02-13 19:21:31+00:00,enh: speed-up in1d replacing sorting with fancy indexing,457.6561111111111
5501,closed,2015-01-25 17:06:30+00:00,2015-02-24 21:48:26+00:00,2015-02-24 21:48:26+00:00,enh: speed up putmask avoiding % in inner loop,724.6988888888889
5500,closed,2015-01-25 16:09:27+00:00,2015-02-01 16:30:13+00:00,2015-02-01 16:30:13+00:00,some backports for 1.9.2,168.3461111111111
5498,closed,2015-01-24 09:50:00+00:00,2015-01-24 13:20:55+00:00,2015-01-24 13:20:55+00:00,fixing help documentation error in numpy.zeros. fixes #5497,3.515277777777778
5496,closed,2015-01-24 00:55:01+00:00,2015-01-24 16:08:33+00:00,2015-01-24 16:08:33+00:00,enh:add keyword max_rows to genfromtxt.,15.225555555555555
5495,closed,2015-01-23 22:01:28+00:00,2015-01-24 16:50:06+00:00,2015-01-24 16:50:06+00:00,bug: fix genfromtext namevalidator arguments passed to easy_dtype.,18.810555555555556
5494,closed,2015-01-23 21:53:20+00:00,2015-02-24 18:07:56+00:00,2015-02-24 18:07:56+00:00,maint: refactor pyarray_argsort and pyarrayargpartition,764.2433333333333
5493,closed,2015-01-23 21:18:47+00:00,2015-01-23 23:39:16+00:00,2015-01-23 23:39:16+00:00,maint: bring back np.lib tests,2.341388888888889
5490,closed,2015-01-23 16:49:38+00:00,2015-06-21 22:07:06+00:00,2015-06-21 22:07:06+00:00,doc: update indexing docs. ,3581.291111111111
5489,closed,2015-01-23 16:12:16+00:00,2015-01-23 16:33:53+00:00,2015-01-23 16:33:53+00:00,cleanup gh 5156,0.36027777777777775
5488,closed,2015-01-23 02:36:57+00:00,2016-09-28 16:38:35+00:00,2016-09-28 16:38:35+00:00,enh: add `contract`: optimizing numpy's einsum expression,14750.027222222223
5483,closed,2015-01-22 20:45:42+00:00,2015-01-24 17:41:18+00:00,2015-01-24 17:41:18+00:00,enh: show subclass type in dtype repr and str of structured arrays,44.92666666666667
